"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"839","Cluster_1453","evm.TU.chromosome_9.2799",-0.0211722206505975,0.931441489180875,0.990751140334654,156,-20.58,"2 21","363 382",19,"73.68%","84.21%","sp|Q6P4K6|S11IP_XENTR",1.86e-51,"Serine/threonine-protein kinase 11-interacting protein OS=Xenopus tropicalis GN=stk11ip PE=2 SV=1","tr|A0A2B4RS53|A0A2B4RS53_STYPI",0,"Serine/threonine-protein kinase 11-interacting protein OS=Stylophora pistillata GN=stk11ip PE=4 SV=1","ref|XP_020625065.1|",0,"serine/threonine-protein kinase 11-interacting protein-like [Orbicella faveolata]","GO:0005737","GO:0016021; GO:0005622; GO:0004930; GO:0016301; GO:0035556"
"840","Cluster_4754","evm.TU.chromosome_11.1524",-0.140345786240485,0.566596973572776,0.920390761723848,156,-21.28,"2 20","294 319",22,"77.27%","77.27%",NA,NA,NA,"tr|W4YLS0|W4YLS0_STRPU",0,"Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1","ref|XP_003729535.1|",2.98e-179,"PREDICTED: uncharacterized protein LOC100892047 [Strongylocentrotus purpuratus]",NA,"GO:0004190; GO:0003676; GO:0015074"
"841","Cluster_3406","evm.TU.chromosome_9.1849",-0.0479492574563136,0.845449233524062,0.977571558506323,150,-20.76,"2 21","302 325",21,"66.67%","76.19%",NA,NA,NA,"tr|A0A2B4RBH1|A0A2B4RBH1_STYPI",3.08e-32,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene22334 PE=4 SV=1","ref|XP_020601368.1|",3.33e-67,"uncharacterized protein LOC110040477 [Orbicella faveolata]",NA,"GO:0042981; GO:0007165"
"842","Cluster_995","evm.TU.chromosome_5.916",0.346037341523892,0.146717467037701,0.732758482800964,159,-24.91,"2 21","485 509",22,"72.73%","72.73%",NA,NA,NA,"tr|A0A147BUD8|A0A147BUD8_IXORI",9.79e-58,"Putative reverse transcriptase (Fragment) OS=Ixodes ricinus PE=4 SV=1","ref|XP_015778891.1|",1.05e-146,"PREDICTED: uncharacterized protein LOC107356779 [Acropora digitifera]",NA,"GO:0003964"
"843","Cluster_998","evm.TU.chromosome_5.911",-0.0637306777974289,0.795481417758725,0.969031795088381,166,-21.53,"2 20","36 57",19,"78.95%","84.21%","sp|Q8C1B2|PARPT_MOUSE",4.45e-08,"TCDD-inducible poly [ADP-ribose] polymerase OS=Mus musculus GN=Tiparp PE=2 SV=1","tr|A0A2B4RIW9|A0A2B4RIW9_STYPI",1.83e-103,"Poly [ADP-ribose] polymerase 12 OS=Stylophora pistillata GN=Parp12 PE=4 SV=1","ref|XP_020618050.1|",4.9e-148,"uncharacterized protein LOC110055953 [Orbicella faveolata]","GO:0005634; GO:0035326; GO:0046872; GO:0003950; GO:0008209; GO:0071407; GO:0008210; GO:0060325; GO:0008585; GO:0030097; GO:0001822; GO:0044236; GO:0010629; GO:0006807; GO:0060021; GO:0048008; GO:0045732; GO:0009791; GO:0006471; GO:0048705; GO:0048745; GO:0001570","GO:0003950; GO:0008270"
"844","Cluster_6059","evm.TU.chromosome_8.1750",-0.0257258300539167,0.916740715217738,0.988666193791682,160,-20.55,"2 20","152 171",18,"77.78%","83.33%","sp|Q9P2L0|WDR35_HUMAN",0,"WD repeat-containing protein 35 OS=Homo sapiens GN=WDR35 PE=1 SV=3","tr|A0A210QYN3|A0A210QYN3_MIZYE",0,"WD repeat-containing protein 35 OS=Mizuhopecten yessoensis GN=KP79_PYT24060 PE=4 SV=1","ref|XP_020619300.1|",0,"WD repeat-containing protein 35-like [Orbicella faveolata]","GO:0005930; GO:0005813; GO:0036064; GO:0097542; GO:0005929; GO:0030991; GO:0035091; GO:0071333; GO:1990830; GO:1905705; GO:0071356; GO:0060271; GO:0035721; GO:0035735; GO:0097421; GO:0097756; GO:0010629; GO:0045019; GO:0043280; GO:0090200; GO:0061512; GO:0032496; GO:0009636",""
"845","Cluster_1453","evm.TU.chromosome_14.5232",0.206922045071728,0.395339098735337,0.870769997665751,167,-22.04,"2 21","537 559",20,"80.00%","80.00%","sp|F6QEU4|LIN41_XENTR",6.25e-08,"E3 ubiquitin-protein ligase TRIM71 OS=Xenopus tropicalis GN=trim71 PE=3 SV=1","tr|A0A2B4S3V6|A0A2B4S3V6_STYPI",1.8e-128,"Tripartite motif-containing protein 3 OS=Stylophora pistillata GN=Trim3 PE=4 SV=1","ref|XP_020601558.1|",0,"uncharacterized protein LOC110040631 [Orbicella faveolata]","GO:0000932; GO:0035198; GO:0004842; GO:0008270; GO:0010172; GO:0008543; GO:0000082; GO:0035278; GO:0010586; GO:0021915; GO:0051865; GO:0060964; GO:2000177; GO:0072089",""
"846","Cluster_4696","evm.TU.chromosome_9.251",0.169360341346122,0.488221489001843,0.898998523446557,162,-21.53,"2 21","43 63",19,"78.95%","78.95%",NA,NA,NA,"tr|A0A2B4SII2|A0A2B4SII2_STYPI",4.29e-39,"Heme transporter hrg1-A OS=Stylophora pistillata GN=slc48a1-a PE=4 SV=1","ref|XP_020601195.1|",1.11e-44,"heme transporter HRG1-like [Orbicella faveolata]",NA,"GO:0016021; GO:0015232"
"847","Cluster_4831","evm.TU.chromosome_9.250",0.146517752738476,0.549477554536224,0.91598112691461,166,-20.52,"2 21","190 210",19,"78.95%","84.21%","sp|Q8NHR7|TERB2_HUMAN",7.25e-09,"Telomere repeats-binding bouquet formation protein 2 OS=Homo sapiens GN=TERB2 PE=2 SV=1","tr|A0A2B4SZ80|A0A2B4SZ80_STYPI",1.61e-93,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene581 PE=4 SV=1","ref|XP_020630061.1|",6.82e-109,"uncharacterized protein LOC110067110 [Orbicella faveolata]","GO:0000784; GO:0005637; GO:0070197; GO:0045141; GO:0007129",""
"848","Cluster_4425","evm.TU.chromosome_12.170",-0.162272476038351,0.506862808217649,0.904289642688037,154,-22.01,"2 21","219 242",21,"66.67%","80.95%","sp|Q91FR3|VF259_IIV6",2.71e-09,"Uncharacterized protein 259R OS=Invertebrate iridescent virus 6 GN=IIV6-259R PE=3 SV=1","tr|A7TCH6|A7TCH6_NEMVE",5.01e-38,"Predicted protein OS=Nematostella vectensis GN=v1g225245 PE=4 SV=1","gb|EDO26250.1|",7.76e-38,"hypothetical protein NEMVEDRAFT_v1g225245 [Nematostella vectensis]","GO:0016021","GO:0016021"
"849","Cluster_4831","evm.TU.chromosome_14.1267",0.191194563312099,0.432984966751704,0.882777348601648,157,-22.39,"2 20","502 526",21,"71.43%","80.95%",NA,NA,NA,NA,NA,NA,"ref|XP_020602189.1|",1.57e-52,"uncharacterized protein LOC110041248 [Orbicella faveolata]",NA,NA
"850","Cluster_6059","evm.TU.chromosome_14.1262",-0.0822850240611138,0.737707484539756,0.958424019303634,177,-25.88,"2 18","373 394",16,"87.50%","100.00%","sp|D3YXG0|HMCN1_MOUSE",1.64e-31,"Hemicentin-1 OS=Mus musculus GN=Hmcn1 PE=1 SV=1","tr|A0A2B4RMG1|A0A2B4RMG1_STYPI",1.02e-47,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","gb|PFX17700.1|",1.58e-47,"coadhesin-like [Stylophora pistillata]","GO:0005604; GO:0005938; GO:0030054; GO:0032154; GO:0005576; GO:0005509; GO:0007049; GO:0051301",""
"851","Cluster_3331","evm.TU.chromosome_5.1491",0.489667449902608,0.0333348105282564,0.513973586773656,155,-21.35,"2 21","912 935",21,"71.43%","71.43%","sp|Q8C753|K0556_MOUSE",0,"Protein KIAA0556 OS=Mus musculus GN=Kiaa0556 PE=1 SV=2","tr|A0A2B4S3J2|A0A2B4S3J2_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene12303 PE=4 SV=1","ref|XP_020608694.1|",0,"LOW QUALITY PROTEIN: protein KIAA0556-like [Orbicella faveolata]","GO:0042995; GO:0005737; GO:0005856",""
"852","Cluster_3337","evm.TU.chromosome_5.1491",-0.367309815055665,0.121856041371202,0.705348775582315,155,-21.35,"2 21","912 935",21,"71.43%","71.43%","sp|Q8C753|K0556_MOUSE",0,"Protein KIAA0556 OS=Mus musculus GN=Kiaa0556 PE=1 SV=2","tr|A0A2B4S3J2|A0A2B4S3J2_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene12303 PE=4 SV=1","ref|XP_020608694.1|",0,"LOW QUALITY PROTEIN: protein KIAA0556-like [Orbicella faveolata]","GO:0042995; GO:0005737; GO:0005856",""
"853","Cluster_3338","evm.TU.chromosome_5.1491",-0.38586927114284,0.10274383083557,0.679861964419785,155,-21.35,"2 21","912 935",21,"71.43%","71.43%","sp|Q8C753|K0556_MOUSE",0,"Protein KIAA0556 OS=Mus musculus GN=Kiaa0556 PE=1 SV=2","tr|A0A2B4S3J2|A0A2B4S3J2_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene12303 PE=4 SV=1","ref|XP_020608694.1|",0,"LOW QUALITY PROTEIN: protein KIAA0556-like [Orbicella faveolata]","GO:0042995; GO:0005737; GO:0005856",""
"854","Cluster_4831","evm.TU.chromosome_14.1268",0.127761555132994,0.602201828127851,0.929233377830297,157,-22.39,"2 20","30 54",21,"71.43%","80.95%","sp|Q8BFR2|FSTL5_MOUSE",4.6e-59,"Follistatin-related protein 5 OS=Mus musculus GN=Fstl5 PE=2 SV=1","tr|A0A2B4RD90|A0A2B4RD90_STYPI",0,"Follistatin-related protein 5 OS=Stylophora pistillata GN=Fstl5 PE=4 SV=1","ref|XP_020602188.1|",0,"follistatin-related protein 5-like [Orbicella faveolata]","GO:0005576; GO:0005509","GO:0005509"
"855","Cluster_1452","evm.TU.chromosome_5.1497",0.0049420828380262,0.98397990786075,0.99791696287685,160,-23.02,"2 18","180 202",17,"76.47%","88.24%",NA,NA,NA,"tr|A0A2B4RNS0|A0A2B4RNS0_STYPI",0,"Polycystic kidney disease protein 1-like 2 OS=Stylophora pistillata GN=Pkd1l2 PE=4 SV=1","gb|PFX18429.1|",0,"Polycystic kidney disease protein 1-like 2 [Stylophora pistillata]",NA,"GO:0016021; GO:0005509"
"856","Cluster_1772","evm.TU.chromosome_3.1196",-0.0260100191343656,0.915824054580335,0.988508033886612,162,-23.31,"2 16","64 86",15,"86.67%","93.33%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","Cluster_2151","evm.TU.chromosome_5.2566",0.217538893495587,0.370980766934601,0.862388027405164,171,-21.82,"2 21","872 897",23,"73.91%","82.61%",NA,NA,NA,"tr|A0A2B4S8C8|A0A2B4S8C8_STYPI",1.9e-16,"BTB/POZ domain-containing protein 6 OS=Stylophora pistillata GN=Btbd6 PE=4 SV=1","ref|XP_020620431.1|",1.54e-36,"BTB/POZ domain-containing protein 6-like [Orbicella faveolata]",NA,""
"858","Cluster_998","evm.TU.chromosome_1.1257",-0.268392147700541,0.266563346146022,0.816536198372119,167,-21.98,"2 17","183 205",17,"88.24%","88.24%","sp|P35546|RET_MOUSE",1.57e-82,"Proto-oncogene tyrosine-protein kinase receptor Ret OS=Mus musculus GN=Ret PE=1 SV=2","tr|A0A2B4RMX3|A0A2B4RMX3_STYPI",4.08e-165,"Tyrosine kinase receptor Cad96Ca OS=Stylophora pistillata GN=Cad96Ca PE=4 SV=1","ref|XP_022810554.1|",0,"vascular endothelial growth factor receptor 2-like, partial [Stylophora pistillata]","GO:0030424; GO:0005829; GO:0030425; GO:0005769; GO:0010008; GO:0005887; GO:0043231; GO:0045121; GO:0043025; GO:0005886; GO:0098797; GO:0043235; GO:0005524; GO:0005509; GO:0004714; GO:0006919; GO:0009653; GO:0071300; GO:0001838; GO:0048484; GO:0007156; GO:0060384; GO:0000165; GO:0033619; GO:0007399; GO:0001755; GO:0007158; GO:0030182; GO:0042551; GO:0061146; GO:0033630; GO:0030335; GO:0045793; GO:2001241; GO:0010628; GO:0072300; GO:0014042; GO:0010976; GO:0033141; GO:0045893; GO:0050770; GO:0030155; GO:0042493; GO:0048265; GO:0060041; GO:0007169; GO:0035799; GO:0001657","GO:0016021; GO:0005524; GO:0004713"
"859","Cluster_4646","evm.TU.chromosome_3.413",0.254337243113995,0.293363495128967,0.830144899909227,157,-20.86,"2 21","211 232",20,"75.00%","80.00%","sp|O66506|PRMC_AQUAE",8.16e-09,"Release factor glutamine methyltransferase OS=Aquifex aeolicus (strain VF5) GN=prmC PE=3 SV=1","tr|A7RHA8|A7RHA8_NEMVE",9.67e-38,"Predicted protein OS=Nematostella vectensis GN=v1g197133 PE=4 SV=1","ref|XP_020631676.1|",9.36e-117,"uncharacterized protein LOC110068613 isoform X1 [Orbicella faveolata]","GO:0005829; GO:0003676; GO:0008276; GO:0102559; GO:0008757",""
"860","Cluster_4831","evm.TU.chromosome_3.412",0.182144076844993,0.455471252447078,0.889618381251659,162,-20.8,"2 20","307 329",19,"78.95%","78.95%","sp|Q9ZCB3|RFTRM_RICPR",2.88e-11,"Bifunctional methyltransferase OS=Rickettsia prowazekii (strain Madrid E) GN=prmC/trmB PE=3 SV=1","tr|A7RHA8|A7RHA8_NEMVE",6.53e-39,"Predicted protein OS=Nematostella vectensis GN=v1g197133 PE=4 SV=1","ref|XP_020631676.1|",3.01e-114,"uncharacterized protein LOC110068613 isoform X1 [Orbicella faveolata]","GO:0003676; GO:0008276; GO:0102559; GO:0008176",""
"861","Cluster_1452","evm.TU.chromosome_14.4620",0.294660914746953,0.220719305295601,0.790551680337545,154,-20.45,"2 21","60 85",23,"65.22%","78.26%",NA,NA,NA,"tr|A0A2B4RF57|A0A2B4RF57_STYPI",6.78e-22,"Putative L-type lectin-domain containing receptor kinase S.5 OS=Stylophora pistillata GN=LECRKS5 PE=4 SV=1","ref|XP_020631286.1|",1.53e-26,"uncharacterized protein LOC110068248 [Orbicella faveolata]",NA,"GO:0005524; GO:0030246; GO:0004672"
"862","Cluster_4425","evm.TU.chromosome_12.1697",-0.0832363371538144,0.734778491740624,0.957756461484236,169,-25.44,"2 20","491 511",18,"83.33%","88.89%","sp|Q5VV63|ATRN1_HUMAN",3.83e-133,"Attractin-like protein 1 OS=Homo sapiens GN=ATRNL1 PE=2 SV=2","tr|A0A2B4SD84|A0A2B4SD84_STYPI",0,"Attractin-like protein 1 OS=Stylophora pistillata GN=Atrnl1 PE=4 SV=1","gb|PFX26405.1|",0,"attractin-like protein 1 [Stylophora pistillata]","GO:0016021; GO:0030246; GO:0007186","GO:0016021"
"863","Cluster_1453","evm.TU.chromosome_12.3695",-0.267296318346006,0.268595913010248,0.817526127831968,158,-23.6,"2 16","744 766",15,"80.00%","93.33%","sp|Q9R283|TRPC2_RAT",3.74e-16,"Short transient receptor potential channel 2 OS=Rattus norvegicus GN=Trpc2 PE=2 SV=2","tr|A0A2B4SBX9|A0A2B4SBX9_STYPI",0,"Short transient receptor potential channel 2 OS=Stylophora pistillata GN=Trpc2 PE=4 SV=1","ref|XP_020608602.1|",0,"uncharacterized protein LOC110047196 isoform X2 [Orbicella faveolata]","GO:0005887; GO:0005634; GO:0003684; GO:0015279; GO:0006828; GO:0051480; GO:0007338; GO:0000012","GO:0016021; GO:0005262"
"864","Cluster_4646","evm.TU.chromosome_9.755",-0.0810638118614432,0.741472541742805,0.959149262991225,160,-20.28,"2 13","826 847",11,"100.00%","100.00%","sp|D3YXG0|HMCN1_MOUSE",2.52e-96,"Hemicentin-1 OS=Mus musculus GN=Hmcn1 PE=1 SV=1","tr|A0A2B4S0B4|A0A2B4S0B4_STYPI",0,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","ref|XP_022796325.1|",0,"A disintegrin and metalloproteinase with thrombospondin motifs adt-1-like [Stylophora pistillata]","GO:0005604; GO:0005938; GO:0030054; GO:0032154; GO:0005576; GO:0005509; GO:0007049; GO:0051301",""
"865","Cluster_1452","evm.TU.chromosome_9.752",-0.176674717271337,0.469343494031431,0.893591063022076,142,-21.09,"2 20","572 595",20,"60.00%","70.00%","sp|Q921I9|EXOS4_MOUSE",1.08e-110,"Exosome complex component RRP41 OS=Mus musculus GN=Exosc4 PE=1 SV=3","tr|A0A2B4S0L2|A0A2B4S0L2_STYPI",9.73e-147,"Exosome complex component RRP41 OS=Stylophora pistillata GN=Exosc4 PE=4 SV=1","ref|XP_020625302.1|",2.87e-177,"exosome complex component RRP41-like [Orbicella faveolata]","GO:0005737; GO:0000177; GO:0005829; GO:0000178; GO:0045111; GO:0000176; GO:0005730; GO:0005634; GO:0035327; GO:0017091; GO:0051607; GO:0045006; GO:0071044; GO:0000460; GO:0071028; GO:0000956; GO:0034427; GO:0071051; GO:0030307; GO:0031125; GO:0016075; GO:0034475",""
"866","Cluster_3889","evm.TU.chromosome_9.752",0.0519089801262224,0.832850930205082,0.975396528793134,157,-23.05,"2 20","39 61",20,"70.00%","85.00%","sp|Q921I9|EXOS4_MOUSE",1.08e-110,"Exosome complex component RRP41 OS=Mus musculus GN=Exosc4 PE=1 SV=3","tr|A0A2B4S0L2|A0A2B4S0L2_STYPI",9.73e-147,"Exosome complex component RRP41 OS=Stylophora pistillata GN=Exosc4 PE=4 SV=1","ref|XP_020625302.1|",2.87e-177,"exosome complex component RRP41-like [Orbicella faveolata]","GO:0005737; GO:0000177; GO:0005829; GO:0000178; GO:0045111; GO:0000176; GO:0005730; GO:0005634; GO:0035327; GO:0017091; GO:0051607; GO:0045006; GO:0071044; GO:0000460; GO:0071028; GO:0000956; GO:0034427; GO:0071051; GO:0030307; GO:0031125; GO:0016075; GO:0034475",""
"867","Cluster_1663","evm.TU.chromosome_12.3341",0.185119929387919,0.448012579179632,0.887430330551007,155,-21.66,"2 12","340 361",10,"100.00%","100.00%",NA,NA,NA,"tr|A0A2B4SGQ5|A0A2B4SGQ5_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene5371 PE=4 SV=1","ref|XP_020601779.1|",0,"uncharacterized protein LOC110040849 [Orbicella faveolata]",NA,"GO:0003676; GO:0008270"
"868","Cluster_998","evm.TU.chromosome_10.2360",0.446000769549459,0.0556246590753983,0.58951529340924,161,-20.01,"2 20","140 163",21,"76.19%","80.95%","sp|Q704V6|TLR6_BOVIN",8.54e-13,"Toll-like receptor 6 OS=Bos taurus GN=TLR6 PE=2 SV=1","tr|A0A2B4SE87|A0A2B4SE87_STYPI",0,"E3 ubiquitin-protein ligase TRIM71 OS=Stylophora pistillata GN=Trim71 PE=4 SV=1","ref|XP_020617650.1|",0,"toll-like receptor 2 [Orbicella faveolata]","GO:0005794; GO:0005887; GO:0045121; GO:0030670; GO:0035355; GO:0042802; GO:0071723; GO:0035663; GO:0004888; GO:0071726; GO:0042742; GO:0042496; GO:0006954; GO:0045087; GO:0050702; GO:0002755; GO:0045410; GO:1900227; GO:0050707; GO:0042088; GO:0034150; GO:0002224","GO:0016021; GO:0005622; GO:0008234; GO:0016874; GO:0008270; GO:0007165"
"869","Cluster_2097","evm.TU.chromosome_7.171",0.354310564107469,0.136662635072927,0.722031831637483,170,-20.77,"2 19","276 297",17,"82.35%","88.24%","sp|P25931|RYAR_DROME",3.79e-39,"RYamide receptor OS=Drosophila melanogaster GN=RYa-R PE=2 SV=2","tr|A0A2B4SYF0|A0A2B4SYF0_STYPI",0,"Neuropeptide Y receptor OS=Stylophora pistillata GN=RYa-R PE=4 SV=1","ref|XP_020603268.1|",0,"RYamide receptor-like [Orbicella faveolata]","GO:0016021; GO:0005886; GO:0008188; GO:0004983; GO:0001653; GO:0007166; GO:0007186","GO:0016021; GO:0004930"
"870","Cluster_3037","evm.TU.chromosome_2.1175",0.17891389682991,0.46363864579203,0.891852120644169,156,-22.22,"2 17","579 599",15,"73.33%","86.67%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","Cluster_1567","evm.TU.chromosome_13.307",-0.0690587115750515,0.778772403377148,0.966156108990436,180,-21.11,"2 17","369 390",15,"100.00%","100.00%","sp|Q64732|FOXB1_MOUSE",1.21e-30,"Forkhead box protein B1 OS=Mus musculus GN=Foxb1 PE=2 SV=2","tr|A0A2B4T2R7|A0A2B4T2R7_STYPI",2.73e-167,"Forkhead box protein B1 OS=Stylophora pistillata GN=Foxb1 PE=4 SV=1","ref|XP_020606569.1|",0,"forkhead box protein D2-like [Orbicella faveolata]","GO:0005634; GO:0000981; GO:0043565; GO:0007412; GO:0061381; GO:0061030; GO:0033504; GO:0021855; GO:0061379; GO:0007595; GO:0061377; GO:0021767; GO:0061374; GO:0030901; GO:0043524; GO:0001756; GO:0021510; GO:0022029; GO:0021794; GO:0006351; GO:0001655; GO:0008542","GO:0005634; GO:0003700; GO:0043565"
"872","Cluster_449","evm.TU.chromosome_13.303",-0.283209106010548,0.240026319434795,0.801943778618411,170,-20.78,"2 20","959 981",19,"78.95%","89.47%",NA,NA,NA,"tr|A0A0J7JWP8|A0A0J7JWP8_LASNI",1.18e-33,"Endonuclease-reverse transcriptase OS=Lasius niger GN=RF55_22444 PE=4 SV=1","ref|XP_006822761.1|",1.13e-37,"PREDICTED: uncharacterized protein LOC102806375 [Saccoglossus kowalevskii]",NA,"GO:0004519; GO:0003964"
"873","Cluster_4425","evm.TU.chromosome_5.301",0.375970739762846,0.112646550476077,0.693642392359787,165,-26.41,"2 18","378 399",16,"75.00%","93.75%","sp|Q4KWL2|ADRB2_TSCTR",2.65e-09,"Beta-2 adrenergic receptor OS=Tscherskia triton GN=ADRB2 PE=2 SV=1","tr|A0A2B4SKX4|A0A2B4SKX4_STYPI",2.5e-144,"Beta-2 adrenergic receptor OS=Stylophora pistillata GN=ADRB2 PE=4 SV=1","ref|XP_020622643.1|",3.77e-177,"beta-2 adrenergic receptor-like [Orbicella faveolata]","GO:0005769; GO:0016021; GO:0005886; GO:0004941; GO:0007189; GO:1901098; GO:1904504; GO:0097746; GO:0006940","GO:0016021; GO:0004930"
"874","Cluster_4425","evm.TU.chromosome_14.3515",0.113996723729109,0.642156315683795,0.93833995284809,150,-22.74,"2 21","317 335",20,"75.00%","75.00%","sp|P14381|YTX2_XENLA",1.4e-62,"Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1","tr|A0A0G2L6S5|A0A0G2L6S5_DANRE",7.59e-124,"Uncharacterized protein OS=Danio rerio PE=4 SV=1","gb|PIK36905.1|",2.57e-135,"pol-like protein [Apostichopus japonicus]","","GO:0003964"
"875","Cluster_4044","evm.TU.chromosome_14.6046",0.199836989498103,0.412070185687565,0.876078030534953,166,-20.58,"2 15","122 143",13,"92.31%","100.00%","sp|O76411|SCD2_CAEEL",1.94e-09,"ALK tyrosine kinase receptor homolog scd-2 OS=Caenorhabditis elegans GN=scd-2 PE=1 SV=3","tr|A0A2B4SFW3|A0A2B4SFW3_STYPI",3.45e-103,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene7327 PE=4 SV=1","ref|XP_022786690.1|",9.29e-103,"uncharacterized protein LOC111326873 [Stylophora pistillata]","GO:0016021; GO:0005886; GO:0005524; GO:0004714; GO:0006935; GO:0040024; GO:0007606; GO:0050893",""
"876","Cluster_995","evm.TU.chromosome_6.2071",-0.164381051780192,0.501281938447356,0.902678285677198,167,-25.03,"2 21","39 61",20,"80.00%","80.00%","sp|Q99315|YG31B_YEAST",2.93e-08,"Transposon Ty3-G Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-G PE=1 SV=3","tr|A0A267G4P1|A0A267G4P1_9PLAT",4.51e-17,"Uncharacterized protein OS=Macrostomum lignano GN=BOX15_Mlig009439g6 PE=4 SV=1","gb|KXJ07223.1|",2.08e-25,"Transposon Ty3-I Gag-Pol polyprotein, partial [Exaiptasia pallida]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197",""
"877","Cluster_1453","evm.TU.chromosome_6.1524",0.318544964853591,0.183788289417644,0.765123673831245,151,-21.89,"2 18","633 657",19,"73.68%","78.95%","sp|Q5XEP2|HSOP2_ARATH",1.24e-10,"Hsp70-Hsp90 organizing protein 2 OS=Arabidopsis thaliana GN=HOP2 PE=1 SV=1","tr|A0A2B4RNR9|A0A2B4RNR9_STYPI",0,"Stress-induced-phosphoprotein 1 OS=Stylophora pistillata GN=STIP1 PE=4 SV=1","ref|XP_020617656.1|",0,"uncharacterized protein LOC110055607 [Orbicella faveolata]","GO:0005829; GO:0005634; GO:0005886; GO:0051879; GO:0070678; GO:0051131; GO:0046686","GO:0043531"
"878","Cluster_4425","evm.TU.chromosome_5.891",-0.127512731402383,0.602914964078297,0.929409431088761,157,-21.58,"2 20","85 105",18,"77.78%","77.78%","sp|Q70CQ4|UBP31_HUMAN",2.91e-179,"Ubiquitin carboxyl-terminal hydrolase 31 OS=Homo sapiens GN=USP31 PE=2 SV=2","tr|A0A2B4SE98|A0A2B4SE98_STYPI",0,"Ubiquitin carboxyl-terminal hydrolase 31 OS=Stylophora pistillata GN=USP31 PE=4 SV=1","ref|XP_020616960.1|",0,"ubiquitin carboxyl-terminal hydrolase 31-like [Orbicella faveolata]","GO:0005634; GO:0004843; GO:0016579; GO:0006511","GO:0036459; GO:0016579; GO:0006511"
"879","Cluster_5061","evm.TU.chromosome_5.890",-0.327587608882459,0.170963572026454,0.754984446357175,175,-20.38,"2 21","533 555",20,"85.00%","85.00%","sp|Q9CZH7|MXRA7_MOUSE",4.92e-07,"Matrix-remodeling-associated protein 7 OS=Mus musculus GN=Mxra7 PE=1 SV=2","tr|A0A2B4SES0|A0A2B4SES0_STYPI",1.75e-55,"Mitotic spindle assembly checkpoint protein MAD1 OS=Stylophora pistillata GN=MAD1L1 PE=4 SV=1","ref|XP_020616935.1|",7.84e-87,"matrix-remodeling-associated protein 7-like, partial [Orbicella faveolata]","GO:0031012; GO:0016021","GO:0007094"
"880","Cluster_1452","evm.TU.chromosome_6.2698",0.206170222026573,0.397096573795465,0.871345460274532,158,-20.99,"2 15","864 885",13,"84.62%","92.31%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","Cluster_4754","evm.TU.chromosome_6.2698",0.482574044760443,0.0363795783619539,0.526579780343877,161,-20.02,"2 21","726 747",20,"80.00%","80.00%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
