"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","mRNA_log2FoldChange","mRNA_padj","mRNA_DE","mRNA_comparison","miRNA_log2FoldChange","miRNA_padj","miRNA_DE","miRNA_comparison","NCBI_Description","Swiss.Prot_Description","score","energy","query_similar","subject_similar","total_bp_shared","GO_Swiss.Prot","GO_Trembl","direction"
"191","evm.TU.chromosome_6.2772","GO:1902510","regulation of apoptotic DNA fragmentation",4,1,0.01,0.00037,"Biological Processes",132,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.49146029104899,0.000206968367448691,"Y","TP0_v_TP7_heat",-2.29617526735665,0.00012330016261007,"Y","TP0_v_TP7_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"192","evm.TU.chromosome_6.2772","GO:0002931","response to ischemia",34,1,0.06,0.00317,"Biological Processes",121,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.34250426421075,0.00171057505933189,"Y","TP0_v_TP5_amb",-2.11084246984522,0.00796731911550886,"Y","TP0_v_TP7_amb","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"193","evm.TU.chromosome_6.2772","GO:0002931","response to ischemia",34,1,0.06,0.00317,"Biological Processes",122,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.34250426421075,0.00171057505933189,"Y","TP0_v_TP5_amb",-1.91604663132552,0.0039771918208008,"Y","TP0_v_TP5_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"194","evm.TU.chromosome_6.2772","GO:0002931","response to ischemia",34,1,0.06,0.00317,"Biological Processes",123,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.34250426421075,0.00171057505933189,"Y","TP0_v_TP5_amb",-2.29617526735665,0.00012330016261007,"Y","TP0_v_TP7_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"195","evm.TU.chromosome_6.2772","GO:0002931","response to ischemia",34,1,0.06,0.00317,"Biological Processes",124,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.24227955151184,0.0130728302841881,"Y","TP0_v_TP7_amb",-2.11084246984522,0.00796731911550886,"Y","TP0_v_TP7_amb","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"196","evm.TU.chromosome_6.2772","GO:0002931","response to ischemia",34,1,0.06,0.00317,"Biological Processes",125,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.24227955151184,0.0130728302841881,"Y","TP0_v_TP7_amb",-1.91604663132552,0.0039771918208008,"Y","TP0_v_TP5_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"197","evm.TU.chromosome_6.2772","GO:0002931","response to ischemia",34,1,0.06,0.00317,"Biological Processes",126,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.24227955151184,0.0130728302841881,"Y","TP0_v_TP7_amb",-2.29617526735665,0.00012330016261007,"Y","TP0_v_TP7_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"198","evm.TU.chromosome_6.2772","GO:0002931","response to ischemia",34,1,0.06,0.00317,"Biological Processes",127,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.58351467183268,7.90297593337086e-05,"Y","TP0_v_TP5_heat",-2.11084246984522,0.00796731911550886,"Y","TP0_v_TP7_amb","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"199","evm.TU.chromosome_6.2772","GO:0002931","response to ischemia",34,1,0.06,0.00317,"Biological Processes",128,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.58351467183268,7.90297593337086e-05,"Y","TP0_v_TP5_heat",-1.91604663132552,0.0039771918208008,"Y","TP0_v_TP5_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"200","evm.TU.chromosome_6.2772","GO:0002931","response to ischemia",34,1,0.06,0.00317,"Biological Processes",129,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.58351467183268,7.90297593337086e-05,"Y","TP0_v_TP5_heat",-2.29617526735665,0.00012330016261007,"Y","TP0_v_TP7_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"201","evm.TU.chromosome_6.2772","GO:0002931","response to ischemia",34,1,0.06,0.00317,"Biological Processes",130,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.49146029104899,0.000206968367448691,"Y","TP0_v_TP7_heat",-2.11084246984522,0.00796731911550886,"Y","TP0_v_TP7_amb","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"202","evm.TU.chromosome_6.2772","GO:0002931","response to ischemia",34,1,0.06,0.00317,"Biological Processes",131,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.49146029104899,0.000206968367448691,"Y","TP0_v_TP7_heat",-1.91604663132552,0.0039771918208008,"Y","TP0_v_TP5_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"203","evm.TU.chromosome_6.2772","GO:0002931","response to ischemia",34,1,0.06,0.00317,"Biological Processes",132,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.49146029104899,0.000206968367448691,"Y","TP0_v_TP7_heat",-2.29617526735665,0.00012330016261007,"Y","TP0_v_TP7_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"204","evm.TU.chromosome_6.2772","GO:1902065","response to L-glutamate",3,1,0.01,0.00028,"Biological Processes",121,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.34250426421075,0.00171057505933189,"Y","TP0_v_TP5_amb",-2.11084246984522,0.00796731911550886,"Y","TP0_v_TP7_amb","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"205","evm.TU.chromosome_6.2772","GO:1902065","response to L-glutamate",3,1,0.01,0.00028,"Biological Processes",122,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.34250426421075,0.00171057505933189,"Y","TP0_v_TP5_amb",-1.91604663132552,0.0039771918208008,"Y","TP0_v_TP5_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"206","evm.TU.chromosome_6.2772","GO:1902065","response to L-glutamate",3,1,0.01,0.00028,"Biological Processes",123,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.34250426421075,0.00171057505933189,"Y","TP0_v_TP5_amb",-2.29617526735665,0.00012330016261007,"Y","TP0_v_TP7_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"207","evm.TU.chromosome_6.2772","GO:1902065","response to L-glutamate",3,1,0.01,0.00028,"Biological Processes",124,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.24227955151184,0.0130728302841881,"Y","TP0_v_TP7_amb",-2.11084246984522,0.00796731911550886,"Y","TP0_v_TP7_amb","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"208","evm.TU.chromosome_6.2772","GO:1902065","response to L-glutamate",3,1,0.01,0.00028,"Biological Processes",125,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.24227955151184,0.0130728302841881,"Y","TP0_v_TP7_amb",-1.91604663132552,0.0039771918208008,"Y","TP0_v_TP5_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"209","evm.TU.chromosome_6.2772","GO:1902065","response to L-glutamate",3,1,0.01,0.00028,"Biological Processes",126,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.24227955151184,0.0130728302841881,"Y","TP0_v_TP7_amb",-2.29617526735665,0.00012330016261007,"Y","TP0_v_TP7_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"210","evm.TU.chromosome_6.2772","GO:1902065","response to L-glutamate",3,1,0.01,0.00028,"Biological Processes",127,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.58351467183268,7.90297593337086e-05,"Y","TP0_v_TP5_heat",-2.11084246984522,0.00796731911550886,"Y","TP0_v_TP7_amb","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"211","evm.TU.chromosome_6.2772","GO:1902065","response to L-glutamate",3,1,0.01,0.00028,"Biological Processes",128,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.58351467183268,7.90297593337086e-05,"Y","TP0_v_TP5_heat",-1.91604663132552,0.0039771918208008,"Y","TP0_v_TP5_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
"212","evm.TU.chromosome_6.2772","GO:1902065","response to L-glutamate",3,1,0.01,0.00028,"Biological Processes",129,"Cluster_1453",0.502212707368753,0.0284379543477106,0.491227554598487,-1.58351467183268,7.90297593337086e-05,"Y","TP0_v_TP5_heat",-2.29617526735665,0.00012330016261007,"Y","TP0_v_TP7_heat","apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1",158,-25.73,"65.22%","78.26%",23,"GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983","Positive"
